White,Black,AIAN,Asian,NHPI,Other race alone,Two or more races,total_pop,total_true
87,21,0,1,0,0,5,114,1
23,1,0,0,0,0,3,27,0
372,90,0,7,0,5,21,495,0
33,19,0,6,0,1,0,59,0
13,8,0,2,0,0,0,23,0
19,4,1,0,0,0,0,24,0
51,9,0,1,0,0,5,66,0
54,15,0,0,0,2,0,71,0
71,18,0,2,0,7,6,104,0
14,2,0,0,0,2,0,18,0
32,10,0,0,0,0,0,42,0
88,15,0,1,0,0,2,106,0
99,37,0,4,0,4,1,145,0
78,7,0,4,0,2,1,92,1
97,18,0,5,0,0,7,127,0
46,17,0,0,0,0,1,64,0
74,12,0,4,0,0,0,90,0
46,14,0,0,0,0,7,67,0
110,25,0,6,0,4,7,152,0
30,5,0,2,0,0,0,37,0
0,1,0,0,0,0,0,1,0
51,23,0,2,0,1,0,77,0
56,16,0,7,0,0,1,80,0
33,11,0,0,0,0,0,44,0
78,22,2,8,0,0,0,110,0
27,11,0,0,0,0,1,39,1
45,15,0,5,0,0,1,66,0
50,3,0,0,0,0,0,53,0
27,10,0,0,0,0,0,37,0
35,7,0,0,0,0,3,45,0
71,36,0,0,0,0,5,112,0
24,21,0,2,0,0,2,49,0
30,16,0,2,0,1,2,51,0
33,8,0,2,0,0,8,51,0
52,19,0,0,0,0,0,71,0
34,19,0,1,0,0,5,59,0
38,18,0,1,0,2,0,59,0
29,23,0,1,0,3,3,59,1
22,8,0,0,0,0,2,32,0
99,8,0,0,0,0,4,111,0
94,92,0,8,0,1,18,213,0
0,2,0,0,0,0,0,2,0
18,41,0,3,0,0,5,67,0
11,20,0,0,1,0,0,32,0
5,0,0,0,0,0,0,5,0
12,2,0,0,0,0,0,14,0
42,97,0,1,0,0,0,140,0
29,120,0,13,0,5,11,178,0
24,36,0,2,0,2,3,67,0
6,27,1,0,0,0,1,35,0
2,0,0,0,0,0,0,2,0
16,63,0,0,0,0,11,90,0
1,0,0,0,0,0,0,1,0
3,0,0,0,0,0,0,3,0
313,112,1,6,0,8,13,453,0
21,2,0,0,0,1,0,24,1
71,17,0,3,0,0,0,91,0
9,0,0,0,0,0,0,9,0
7,5,0,0,0,1,0,13,0
3,0,0,0,0,0,0,3,0
226,63,0,27,0,8,10,334,0
42,21,0,0,0,0,0,63,0
88,22,0,7,0,1,2,120,0
40,23,0,8,0,0,5,76,0
1,2,0,0,0,0,0,3,0
31,10,0,0,0,0,0,41,0
61,31,0,1,0,1,0,94,0
158,66,1,6,0,2,10,243,0
52,20,0,1,0,0,8,81,0
55,9,1,0,0,0,2,67,0
56,11,0,5,0,1,0,73,0
77,61,0,3,0,0,0,141,0
99,29,0,7,0,2,9,146,0
3,0,0,0,0,0,0,3,0
3,0,0,0,0,0,0,3,0
86,32,1,0,0,0,0,119,0
36,24,0,3,0,0,4,67,0
0,5,0,0,0,0,0,5,0
27,45,0,0,0,1,3,76,0
5,23,0,0,0,0,0,28,0
67,18,0,0,0,0,4,89,0
231,73,2,2,0,2,12,322,0
80,24,0,0,0,0,0,104,0
81,39,0,12,0,1,0,133,1
77,20,1,0,0,0,2,100,1
140,40,0,1,0,3,2,186,0
81,21,0,0,0,0,2,104,0
16,2,0,0,0,0,0,18,0
98,38,0,1,0,1,1,139,1
28,19,0,0,0,0,8,55,0
2,0,0,0,0,0,0,2,0
42,7,0,0,0,0,0,49,0
14,44,0,0,0,2,0,60,0
2,2,0,0,0,3,0,7,0
18,16,0,1,0,5,1,41,1
3,11,0,0,0,0,0,14,0
3,0,0,0,0,0,0,3,0
171,173,1,12,0,14,19,390,0
107,106,1,5,0,17,5,241,0
24,12,2,0,0,6,5,49,0
20,25,0,0,0,1,0,46,0
19,3,1,0,0,1,1,25,0
3,0,1,0,0,0,0,4,0
2,0,0,0,0,0,0,2,0
1,6,0,0,0,0,1,8,0
2,0,0,0,0,0,0,2,0
20,0,0,0,0,0,0,20,0
2,0,0,0,0,0,0,2,0
11,0,0,0,0,0,0,11,0
108,14,0,0,0,0,1,123,1
327,12,0,12,0,0,6,357,0
33,0,0,0,0,0,0,33,0
17,2,0,0,0,0,0,19,0
25,0,1,0,0,0,0,26,0
24,2,0,0,0,0,1,27,0
165,13,0,0,0,2,0,180,0
21,9,0,0,0,0,3,33,0
23,0,0,0,0,0,0,23,0
4,0,0,0,0,0,0,4,0
49,15,0,4,0,2,0,70,0
16,7,1,4,0,0,3,31,1
33,7,0,0,0,1,2,43,0
20,19,0,0,0,0,0,39,0
34,20,0,9,0,2,2,67,0
42,13,0,7,0,2,0,64,0
43,0,0,0,0,1,0,44,0
191,67,1,5,0,3,5,272,0
93,41,0,0,0,0,5,139,0
31,0,0,0,0,0,0,31,0
27,0,0,0,0,0,0,27,0
224,65,0,8,0,1,8,306,0
32,4,0,4,0,0,0,40,0
43,9,0,3,0,2,0,57,0
38,2,0,0,0,0,3,43,0
41,11,0,0,0,0,1,53,0
23,8,0,0,0,2,3,36,0
9,0,0,0,0,0,0,9,0
24,3,0,0,0,0,0,27,0
39,22,0,0,0,1,3,65,0
47,8,0,0,0,0,3,58,0
36,2,0,0,0,1,0,39,0
13,0,0,0,0,0,0,13,0
22,0,0,3,0,0,0,25,0
4,0,0,0,0,0,0,4,0
25,3,0,0,0,0,2,30,0
354,115,1,29,0,2,29,530,0
39,30,0,5,0,0,3,77,0
151,45,0,0,0,0,11,207,0
18,12,0,1,0,0,0,31,0
40,15,0,2,0,0,2,59,0
8,1,0,0,0,0,1,10,0
40,15,0,0,0,0,0,55,0
60,23,4,1,0,0,3,91,0
32,7,0,0,0,0,2,41,0
33,19,0,3,0,0,0,55,0
58,9,0,0,0,0,4,71,0
21,8,0,0,0,0,0,29,0
22,9,0,0,0,0,0,31,0
51,12,1,8,0,2,9,83,0
35,3,0,0,0,0,3,41,0
68,21,0,0,0,0,4,93,0
52,33,0,0,0,0,0,85,0
20,8,0,0,0,0,0,28,0
66,24,0,2,0,1,1,94,0
45,14,0,0,0,0,0,59,0
155,32,1,0,0,2,4,194,0
58,10,0,2,0,0,0,70,0
25,2,0,0,0,0,0,27,0
101,20,0,1,0,0,1,123,0
37,13,0,0,0,4,0,54,0
19,10,0,0,0,0,1,30,0
73,13,0,1,0,0,3,90,0
49,14,0,0,0,0,4,67,0
25,8,0,1,0,0,2,36,0
18,0,0,0,0,0,0,18,0
47,29,0,3,0,4,3,86,0
15,25,0,4,0,0,4,48,0
33,21,0,0,0,0,4,58,0
6,0,0,0,0,0,0,6,0
1,0,0,0,0,0,0,1,1
101,19,0,5,0,6,2,133,0
95,22,0,0,0,0,0,117,0
40,11,0,0,0,0,2,53,0
380,126,0,10,0,7,22,545,0
10,4,0,0,0,0,0,14,0
16,15,0,0,0,0,4,35,0
67,23,0,3,0,0,0,93,0
55,28,0,0,0,0,1,84,0
25,0,0,0,0,0,6,31,0
24,11,0,1,0,0,0,36,0
153,141,0,0,0,6,6,306,0
21,15,0,0,0,0,0,36,0
25,7,0,1,0,0,0,33,1
134,79,0,2,0,8,6,229,0
25,9,0,0,0,0,0,34,0
54,9,0,1,0,2,1,67,0
34,5,0,1,0,2,3,45,0
34,7,0,0,0,0,0,41,0
40,10,0,0,0,0,7,57,0
63,345,1,4,0,0,9,422,0
45,253,0,6,0,5,4,313,0
0,40,0,0,0,0,0,40,0
11,45,0,1,0,0,2,59,0
2,0,0,0,0,0,0,2,0
56,31,1,0,0,0,6,94,0
15,4,0,0,0,0,0,19,0
5,2,0,3,0,0,0,10,0
23,2,0,0,0,0,0,25,0
17,0,0,0,0,1,0,18,0
12,10,0,2,0,0,0,24,0
13,26,0,0,0,0,0,39,0
40,14,0,4,0,0,0,58,0
12,1,0,0,0,1,0,14,0
1,0,0,0,0,0,0,1,0
66,8,0,3,0,0,0,77,0
95,0,0,0,0,2,6,103,0
665,95,0,37,0,0,12,809,0
93,20,0,2,0,0,0,115,0
10,0,0,0,0,0,3,13,0
21,2,0,0,0,0,0,23,0
33,6,0,0,0,0,0,39,0
30,17,0,9,0,0,0,56,0
227,19,0,16,0,0,5,267,0
1,0,0,0,0,0,0,1,0
68,82,0,17,0,10,6,183,0
11,24,0,12,0,0,0,47,0
15,8,0,2,0,0,0,25,0
0,9,0,1,0,0,0,10,0
28,33,0,23,0,0,8,92,0
12,7,0,0,0,3,0,22,0
64,46,0,18,0,4,5,137,0
9,7,0,9,0,2,0,27,0
7,22,0,2,0,0,5,36,0
6,2,0,11,0,0,0,19,0
20,0,0,0,0,0,0,20,0
11,0,0,0,0,0,0,11,0
74,3,0,1,0,0,0,78,0
18,0,0,0,0,0,0,18,0
30,2,0,0,0,1,0,33,0
17,0,2,0,0,6,0,25,0
32,9,0,0,0,0,0,41,0
21,2,2,0,0,0,0,25,0
9,0,0,0,0,0,0,9,0
7,0,0,0,0,0,0,7,0
3,0,0,0,0,0,0,3,0
5,0,0,0,0,0,0,5,0
1,0,0,0,0,0,0,1,0
38,11,0,2,0,0,0,51,0
221,54,0,3,0,16,22,316,0
106,12,2,3,0,2,4,129,0
47,28,0,3,0,18,5,101,0
87,14,0,1,0,0,1,103,0
126,6,0,2,0,9,0,143,0
150,37,1,7,0,9,15,219,1
33,1,0,0,0,2,1,37,0
135,6,0,2,0,1,2,146,0
94,11,0,1,0,0,4,110,0
118,9,2,5,0,0,10,144,0
82,8,0,1,0,1,0,92,0
165,4,0,1,1,0,0,171,0
136,11,0,0,0,0,4,151,0
53,0,0,0,0,0,0,53,0
140,2,0,4,0,7,1,154,0
119,5,1,0,0,5,10,140,0
59,19,0,1,0,1,2,82,0
118,10,0,1,0,1,1,131,0
83,11,0,0,0,0,3,97,0
73,6,0,0,0,0,0,79,0
76,7,1,1,0,6,3,94,1
83,12,0,0,0,0,5,100,0
120,5,0,1,0,0,1,127,1
82,0,0,0,0,0,4,86,0
45,0,0,0,0,3,3,51,0
54,6,0,12,0,0,0,72,0
67,6,0,0,0,0,6,79,0
45,7,0,0,0,0,3,55,0
154,8,0,10,0,8,10,190,0
116,11,0,3,0,0,0,130,0
92,16,0,4,0,1,3,116,0
74,4,0,6,0,0,0,84,0
50,1,0,2,0,0,0,53,0
250,68,0,2,0,0,6,326,0
57,92,1,1,0,0,9,160,0
8,15,0,0,0,0,3,26,0
0,6,3,0,0,0,1,10,1
124,18,0,0,0,0,1,143,1
33,8,0,0,0,1,3,45,0
46,0,0,0,0,0,0,46,0
116,10,0,6,0,0,1,133,0
49,5,0,0,0,0,0,54,0
45,4,0,5,0,0,0,54,0
50,1,0,0,0,0,1,52,0
29,0,0,0,0,0,1,30,0
155,0,0,5,0,0,7,167,0
42,0,0,0,0,0,3,45,0
64,2,0,0,0,0,0,66,0
20,7,0,1,0,0,1,29,0
38,0,0,0,0,0,3,41,0
21,3,0,0,0,0,0,24,0
42,1,1,3,0,0,0,47,1
46,5,0,0,0,0,1,52,0
23,0,0,0,0,0,0,23,0
1,0,0,0,0,0,1,2,0
160,13,3,7,0,11,13,207,0
185,78,0,3,0,9,7,282,0
17,1,0,0,0,0,1,19,1
18,2,0,2,0,0,0,22,0
140,7,0,0,0,6,1,154,0
55,0,1,0,0,0,2,58,0
34,3,0,0,0,0,1,38,0
41,8,0,2,0,1,6,58,0
17,0,3,0,0,0,0,20,0
74,6,0,3,0,0,0,83,0
46,0,0,0,0,0,0,46,0
112,5,0,0,0,0,0,117,0
42,8,0,1,0,0,3,54,0
30,10,0,0,0,0,0,40,0
142,21,0,2,0,8,7,180,0
47,6,0,0,0,0,2,55,0
66,15,0,0,0,5,2,88,0
21,4,0,0,0,0,0,25,0
89,17,0,1,0,0,0,107,1
22,0,0,0,0,0,0,22,0
25,0,0,0,0,0,0,25,0
94,6,0,0,0,0,5,105,0
77,10,0,0,0,0,2,89,0
63,34,0,0,0,2,9,108,0
149,3,0,0,0,0,6,158,0
56,0,0,0,0,0,0,56,0
8,0,0,0,0,0,0,8,0
17,0,0,0,0,0,0,17,0
1,0,0,0,0,0,0,1,0
9,0,0,0,0,0,4,13,0
21,3,0,0,0,0,0,24,0
11,0,0,0,0,0,0,11,0
126,2,0,1,0,0,1,130,0
100,40,0,1,0,16,9,166,0
36,0,0,0,0,0,0,36,0
4,0,0,0,0,0,0,4,0
10,0,0,0,0,0,0,10,0
0,1,0,0,0,0,0,1,0
2,0,0,0,0,0,0,2,0
1,0,0,0,0,0,0,1,0
3,0,0,0,0,0,2,5,0
21,2,0,0,0,0,1,24,0
168,1,0,0,0,0,2,171,0
73,6,0,7,0,0,0,86,0
23,0,0,4,0,0,1,28,0
33,1,0,0,0,0,0,34,1
42,0,0,0,0,0,1,43,0
44,0,0,1,0,0,0,45,1
79,2,0,0,0,0,3,84,0
73,0,0,0,0,0,2,75,0
58,1,3,2,0,5,0,69,0
41,7,0,0,0,0,5,53,0
74,7,1,0,1,0,1,84,0
79,7,0,6,0,0,4,96,0
29,0,0,0,0,0,0,29,0
35,5,0,0,0,0,0,40,0
13,0,0,3,0,0,0,16,0
42,3,0,0,0,3,3,51,0
22,0,0,0,0,0,0,22,0
51,7,0,0,0,0,1,59,0
29,2,0,0,0,0,2,33,0
7,0,0,0,0,0,0,7,0
18,0,0,0,0,0,1,19,0
10,0,0,1,0,0,2,13,0
11,0,0,0,0,0,0,11,0
3,0,0,0,0,0,0,3,0
221,19,0,5,0,0,2,247,0
38,1,0,4,0,0,2,45,0
3,0,0,0,0,2,0,5,0
23,0,0,2,0,0,0,25,0
11,0,0,0,0,0,0,11,0
13,5,0,0,0,0,0,18,0
88,7,1,2,0,6,2,106,0
232,5,0,0,0,0,2,239,0
48,0,0,0,0,0,0,48,0
79,7,0,0,0,0,0,86,0
0,1,0,1,0,0,1,3,0
46,9,0,0,0,0,4,59,0
38,0,0,0,0,0,0,38,0
53,0,0,0,0,0,2,55,0
49,12,0,6,0,1,0,68,0
52,3,0,0,0,0,0,55,0
167,44,1,6,0,7,6,231,1
210,56,3,22,0,0,8,299,0
40,3,0,0,0,0,1,44,0
54,6,0,0,0,0,3,63,0
300,155,0,7,0,2,7,471,0
32,0,0,0,0,0,0,32,0
56,8,0,1,0,0,0,65,0
16,4,0,0,0,0,4,24,0
51,4,0,0,0,0,0,55,0
130,13,0,0,0,3,11,157,0
16,7,0,0,0,0,0,23,0
21,10,0,0,0,3,6,40,0
32,28,0,7,0,0,4,71,0
197,23,0,4,0,0,6,230,0
27,5,0,1,0,0,2,35,0
21,9,0,9,0,0,5,44,0
34,11,0,0,0,0,0,45,0
8,3,0,0,0,0,0,11,0
2,0,0,0,0,0,0,2,0
77,16,0,12,0,0,0,105,0
37,11,0,0,0,0,0,48,0
88,40,1,0,0,1,3,133,0
144,12,0,6,0,0,8,170,0
40,6,0,0,0,0,6,52,0
5,1,0,0,0,0,0,6,0
39,26,0,10,0,0,3,78,0
93,16,0,3,0,0,6,118,0
31,10,0,0,0,0,2,43,0
62,28,0,0,0,0,0,90,0
12,6,0,5,0,0,0,23,0
96,8,2,14,0,0,0,120,0
20,9,0,1,0,0,0,30,0
84,2,0,7,0,0,3,96,0
35,5,0,0,0,0,0,40,0
44,8,0,2,0,13,0,67,0
3,0,0,0,0,0,0,3,0
80,0,0,2,0,0,0,82,0
80,16,0,0,0,0,0,96,0
181,24,0,3,0,3,3,214,0
104,12,0,7,0,0,0,123,0
61,6,0,2,0,0,3,72,0
137,22,0,1,0,2,5,167,0
172,23,0,0,0,1,2,198,0
51,9,0,7,0,0,1,68,1
14,1,0,0,0,0,0,15,0
1,0,0,0,0,0,0,1,0
5,0,0,0,0,0,0,5,0
2,0,0,0,0,0,0,2,0
17,0,0,0,0,0,0,17,0
72,4,0,2,0,0,2,80,0
15,3,0,0,0,0,0,18,0
61,12,0,0,0,0,1,74,0
243,11,1,6,0,5,14,280,0
44,2,0,0,0,0,3,49,0
57,5,0,0,0,0,0,62,0
274,116,2,19,0,4,34,449,0
15,1,0,0,0,0,0,16,0
170,13,0,0,0,1,3,187,0
66,15,0,1,0,0,3,85,0
26,2,0,0,0,0,1,29,0
216,37,0,11,0,0,2,266,0
29,6,0,0,0,0,0,35,0
46,4,0,3,0,0,0,53,0
34,13,0,0,0,0,0,47,0
0,0,0,6,0,0,0,6,0
211,24,0,11,0,0,7,253,0
16,0,0,0,0,0,0,16,0
191,12,0,0,0,0,6,209,0
51,0,0,0,0,0,0,51,0
46,3,0,0,0,0,0,49,0
38,7,0,6,0,0,0,51,0
41,14,0,0,0,0,0,55,0
31,5,0,0,0,0,0,36,0
64,5,0,1,0,1,0,71,0
85,9,0,7,0,0,0,101,0
116,19,0,3,0,6,5,149,0
87,16,0,2,0,1,5,111,0
67,10,3,0,0,4,0,84,0
112,6,0,7,0,0,10,135,0
101,0,0,0,0,11,8,120,0
432,53,4,39,1,10,10,549,0
2,0,0,0,0,0,0,2,0
70,10,0,1,0,0,1,82,1
89,3,0,4,0,0,4,100,0
32,11,0,3,0,3,1,50,1
23,0,0,0,0,0,0,23,0
417,26,0,34,2,5,8,492,0
101,3,0,2,0,1,4,111,1
80,26,0,9,0,0,4,119,0
34,6,0,0,0,0,0,40,0
215,23,0,11,0,0,0,249,0
25,3,0,0,0,0,1,29,0
79,10,0,9,0,0,1,99,0
61,11,0,2,0,0,0,74,0
36,2,0,12,0,0,0,50,0
48,19,0,7,0,3,0,77,0
20,9,0,0,0,0,0,29,0
14,0,0,0,0,0,0,14,0
24,9,0,0,0,0,0,33,0
290,57,2,19,0,2,8,378,0
14,14,0,3,0,0,3,34,0
23,8,0,3,0,0,2,36,0
25,14,0,10,0,0,0,49,0
82,22,0,29,0,0,4,137,0
64,10,0,0,0,0,4,78,0
87,10,0,1,0,0,9,107,0
50,0,0,0,0,0,0,50,0
750,162,2,44,2,6,32,998,0
103,0,0,0,0,0,2,105,0
385,186,0,3,0,5,39,618,0
64,15,2,5,0,1,4,91,0
81,4,0,0,0,0,2,87,0
58,6,0,5,0,1,0,70,0
37,0,0,3,0,0,0,40,0
56,11,0,3,0,0,3,73,0
132,34,0,0,0,0,0,166,0
19,6,0,0,0,0,1,26,0
59,10,0,0,0,0,0,69,0
47,12,0,0,0,0,0,59,0
74,4,0,0,0,1,3,82,0
186,25,0,7,0,0,0,218,0
59,11,0,0,0,0,0,70,0
67,5,0,0,0,0,0,72,0
211,30,1,6,0,6,4,258,0
154,66,1,10,0,7,10,248,0
38,24,0,8,0,3,0,73,0
32,1,0,2,0,0,0,35,0
219,17,5,3,0,1,4,249,0
279,42,0,2,0,1,10,334,0
25,0,0,4,0,0,0,29,0
24,6,0,0,0,0,0,30,0
44,0,0,0,0,0,0,44,0
84,9,0,5,0,5,0,103,0
57,21,0,5,0,1,0,84,0
126,20,0,2,0,0,0,148,0
123,19,0,2,1,0,4,149,0
86,12,1,1,0,0,2,102,1
120,35,0,2,0,0,6,163,0
47,0,0,0,0,0,0,47,0
43,9,0,0,0,0,0,52,0
128,20,0,3,0,0,0,151,0
45,11,0,3,0,0,4,63,0
94,13,0,18,0,0,3,128,0
78,15,0,13,4,0,0,110,0
16,6,0,0,0,0,5,27,0
103,613,1,8,0,7,40,772,0
8,1,0,0,0,0,0,9,0
0,14,0,0,0,0,0,14,0
0,10,0,0,0,0,0,10,0
1,84,0,0,0,0,1,86,0
0,23,0,0,0,0,0,23,0
0,14,0,0,0,0,0,14,0
0,73,2,0,0,0,1,76,0
0,35,0,0,0,0,3,38,0
4,43,0,0,0,0,2,49,0
8,117,0,0,0,0,12,137,0
0,29,0,0,0,0,5,34,0
0,44,0,0,0,0,0,44,0
3,63,0,0,0,0,5,71,0
2,32,0,0,0,0,0,34,0
0,53,0,0,0,0,0,53,0
5,94,1,0,0,0,7,107,0
1,86,0,0,0,0,0,87,0
0,34,0,0,0,0,0,34,0
11,119,0,0,0,0,2,132,0
4,76,0,0,0,2,5,87,0
1,63,2,0,0,0,0,66,0
2,39,0,0,0,0,0,41,0
11,101,0,0,0,1,1,114,1
10,135,1,0,0,2,8,156,0
14,113,3,0,0,2,3,135,0
0,107,0,1,0,0,2,110,0
0,70,0,0,0,0,0,70,0
11,56,0,0,0,0,3,70,0
14,82,1,0,0,1,1,99,1
62,307,0,4,0,5,9,387,0
4,88,0,0,0,0,1,93,0
27,47,0,0,0,0,4,78,0
9,44,0,0,0,0,2,55,0
25,61,0,1,0,1,1,89,1
0,47,0,0,0,0,0,47,0
30,30,0,0,0,7,0,67,0
15,68,0,0,0,0,0,83,0
0,144,0,0,0,0,3,147,0
1,33,0,0,0,0,0,34,0
1,20,0,0,0,0,0,21,0
3,142,0,0,0,0,2,147,0
14,338,1,0,0,0,22,375,0
4,112,0,0,0,1,0,117,0
6,51,0,0,0,1,12,70,1
9,38,2,0,0,0,4,53,0
7,73,0,2,0,8,5,95,0
3,43,0,0,0,0,2,48,0
10,115,0,0,0,3,0,128,0
6,38,0,0,0,0,0,44,0
3,59,0,3,0,0,0,65,0
14,104,0,0,0,0,6,124,0
0,97,0,0,0,0,6,103,0
10,77,0,0,0,0,5,92,0
5,67,3,0,0,0,4,79,0
4,141,0,0,0,0,14,159,0
0,72,1,0,0,0,1,74,0
0,42,0,0,0,0,1,43,0
11,74,0,0,0,4,10,99,0
0,20,0,0,0,0,0,20,0
3,66,0,0,0,0,0,69,0
52,224,0,0,0,0,7,283,0
6,24,0,0,0,0,3,33,0
19,356,0,0,0,4,29,408,0
0,2,0,0,0,0,0,2,0
13,16,6,1,0,0,0,36,0
62,66,0,0,0,2,10,140,0
9,10,0,0,0,0,0,19,0
1,0,0,0,0,0,0,1,0
5,202,1,0,0,0,9,217,0
19,19,0,0,0,0,0,38,0
49,46,0,0,0,4,0,99,0
59,36,1,0,0,1,1,98,0
13,7,5,0,0,0,0,25,0
19,16,7,0,0,6,0,48,0
43,49,0,0,0,1,4,97,1
0,8,0,0,0,0,0,8,0
0,23,0,0,0,0,0,23,0
0,0,0,0,0,1,2,3,0
55,39,0,0,0,13,0,107,0
21,84,0,0,0,0,1,106,0
14,75,0,0,0,0,3,92,0
3,92,0,0,0,0,2,97,0
12,62,0,0,0,0,0,74,0
10,69,0,5,0,1,0,85,0
4,29,0,0,0,0,0,33,0
8,18,0,0,0,0,0,26,0
16,24,0,0,0,0,0,40,0
28,24,0,0,0,0,3,55,0
7,43,0,0,0,0,0,50,0
19,76,0,0,0,2,2,99,0
27,67,3,0,0,3,0,100,0
10,42,0,0,0,0,1,53,1
5,12,0,0,0,0,0,17,0
14,63,0,0,0,0,0,77,0
3,47,0,0,0,0,1,51,0
11,177,1,0,0,5,5,199,0
19,12,0,0,0,3,0,34,0
5,11,0,0,0,0,0,16,0
8,9,2,0,0,0,2,21,0
6,21,0,0,0,0,0,27,0
27,12,0,0,0,0,3,42,0
35,14,0,0,0,0,3,52,0
11,10,0,0,0,0,3,24,0
1,1,0,0,0,0,1,3,1
7,44,0,0,0,0,1,52,0
2,69,0,0,0,0,0,71,0
2,21,1,0,0,0,0,24,0
7,8,0,0,0,0,1,16,0
38,0,0,0,0,0,0,38,0
87,317,0,9,0,25,9,447,0
46,19,0,0,0,2,0,67,0
27,27,0,0,0,3,0,57,0
49,18,0,0,0,0,0,67,0
54,20,0,2,0,3,3,82,0
38,55,0,1,0,6,0,100,0
65,22,0,7,0,0,11,105,0
73,48,0,2,0,0,2,125,0
39,0,0,2,0,0,0,41,0
97,1,2,0,0,103,10,213,0
2,2,0,0,0,0,0,4,0
2,0,0,0,0,0,0,2,0
3,0,0,0,0,0,0,3,0
6,0,0,0,0,0,0,6,0
1,0,0,0,0,0,0,1,1
0,1,0,0,0,0,1,2,0
6,0,0,0,0,0,0,6,0
23,16,0,3,0,4,0,46,0
34,46,0,6,0,0,2,88,0
4,3,0,1,0,0,1,9,0
89,484,9,20,0,68,41,711,0
45,58,0,1,0,0,21,125,0
13,21,0,0,0,1,0,35,0
22,88,0,0,0,2,4,116,0
5,0,0,0,0,0,0,5,0
40,162,0,3,0,1,26,232,0
23,66,1,6,0,2,5,103,0
46,260,0,0,0,43,20,369,0
12,70,0,0,0,11,2,95,0
5,44,0,0,0,0,0,49,0
89,745,4,8,0,62,32,940,0
22,106,0,0,0,4,6,138,0
13,115,0,0,0,16,5,149,0
79,93,1,0,0,17,2,192,1
24,1,0,0,0,8,5,38,0
4,12,0,0,0,2,1,19,0
54,332,3,0,0,22,7,418,0
15,161,0,8,0,0,5,189,0
4,24,0,0,0,0,3,31,0
4,67,0,0,0,1,0,72,0
2,76,0,0,0,0,0,78,0
3,36,0,0,0,0,3,42,0
16,94,0,7,0,0,11,128,0
49,277,0,1,0,17,14,358,0
0,4,0,0,0,0,0,4,0
1,14,0,5,0,0,0,20,0
3,18,0,0,0,0,0,21,0
29,194,0,20,0,0,0,243,0
70,29,0,0,0,1,0,100,0
4,351,0,6,0,4,17,382,0
21,14,1,0,0,0,2,38,0
8,9,0,0,0,1,0,18,0
146,4,0,0,0,20,3,173,0
5,0,0,0,0,0,0,5,0
22,578,1,5,0,1,15,622,1
13,13,1,0,0,2,1,30,1
10,3,0,0,0,0,3,16,0
21,31,0,5,0,0,5,62,0
31,37,0,0,0,0,4,72,0
65,37,0,0,0,2,6,110,0
43,27,0,0,0,0,1,71,0
38,50,0,0,0,0,0,88,0
19,1,0,0,0,0,9,29,1
8,0,0,0,0,1,1,10,1
7,7,0,0,0,0,0,14,0
29,14,0,0,0,0,3,46,0
0,0,0,0,0,0,1,1,0
5,12,0,0,0,1,3,21,0
5,2,0,0,0,0,0,7,0
0,60,0,0,0,0,0,60,0
12,285,0,1,0,4,8,310,0
7,62,0,0,0,5,1,75,0
7,444,0,0,0,2,4,457,0
1,9,0,0,0,0,1,11,0
4,74,0,0,0,0,0,78,0
5,91,1,0,0,0,4,101,0
0,26,0,0,0,0,0,26,0
11,4,0,0,0,0,1,16,0
0,27,0,1,0,0,1,29,1
0,41,1,0,0,0,3,45,0
4,146,0,0,0,1,12,163,1
7,94,0,0,0,0,0,101,0
2,3,0,0,0,0,0,5,0
1,0,0,0,0,0,0,1,0
49,584,1,0,0,7,7,648,0
28,164,1,0,0,2,7,202,0
0,100,0,0,0,0,0,100,0
1,36,0,0,0,0,0,37,0
2,43,0,0,0,0,0,45,0
2,57,0,0,0,9,0,68,0
2,163,0,0,0,0,8,173,0
6,72,0,1,0,0,1,80,0
0,12,0,0,0,0,0,12,0
0,1,0,0,0,0,0,1,0
0,1,0,0,0,0,1,2,0
0,2,0,0,0,0,0,2,0
0,4,0,0,0,0,0,4,0
2,0,0,0,0,0,0,2,0
1,0,0,0,0,0,0,1,0
29,1,0,0,0,0,9,39,0
0,2,0,0,0,0,0,2,0
1,0,0,0,0,0,0,1,0
0,6,0,0,0,0,1,7,0
0,5,0,0,0,0,0,5,0
4,99,0,0,0,0,9,112,0
4,42,0,0,0,0,0,46,0
3,1,0,0,0,0,0,4,0
1,0,0,0,0,0,0,1,0
11,26,0,0,0,0,2,39,0
26,22,0,1,0,2,0,51,0
12,33,0,0,0,0,0,45,0
15,21,0,0,0,4,0,40,0
2,0,0,0,0,0,0,2,0
1,0,0,0,0,0,0,1,1
6,28,0,0,0,0,3,37,0
73,190,2,5,0,3,15,288,0
14,37,0,0,0,0,3,54,0
1,1,0,0,0,0,0,2,0
8,11,0,3,0,0,0,22,0
3,1,0,0,0,0,0,4,0
0,7,0,0,0,0,0,7,0
556,83,1,7,0,8,24,679,1
143,473,0,26,0,11,19,672,0
13,20,0,0,0,0,0,33,0
6,25,0,3,0,0,0,34,0
9,24,0,0,0,0,0,33,0
21,93,0,3,3,4,3,127,0
1,11,0,0,0,2,0,14,0
54,98,1,38,0,1,8,200,0
3,8,0,0,0,0,0,11,0
0,8,0,0,0,0,0,8,0
5,10,0,0,0,0,0,15,0
16,131,1,5,0,0,4,157,1
1,21,0,2,0,2,0,26,0
3,23,0,0,0,0,1,27,0
