White,Black,AIAN,Asian,NHPI,Other race alone,Two or more races,total_pop,total_true
27,27,0,2,0,0,0,56,0
30,49,0,0,0,0,2,81,0
5,51,0,0,0,0,4,60,0
14,18,0,0,0,0,3,35,0
8,18,0,0,0,0,5,31,0
13,19,0,0,0,0,1,33,0
23,34,0,0,0,0,10,67,0
21,38,0,0,0,0,4,63,0
11,51,0,0,0,2,1,65,0
10,48,0,0,0,0,2,60,0
7,22,0,0,0,1,3,33,0
16,47,0,0,0,0,2,65,0
8,64,0,0,0,1,2,75,0
22,62,0,0,0,0,6,90,0
1,47,1,0,0,0,4,53,1
11,26,0,0,0,0,1,38,0
9,34,0,3,0,1,12,59,0
3,60,0,0,0,0,5,68,0
0,19,0,0,0,3,1,23,0
0,15,0,0,0,0,0,15,0
18,61,0,0,0,0,0,79,0
8,92,0,0,1,0,1,102,1
6,73,0,0,0,0,5,84,0
4,91,0,0,0,0,3,98,0
24,36,0,0,0,1,0,61,0
24,34,0,0,0,1,3,62,0
17,42,0,0,0,0,1,60,0
11,56,0,0,0,0,1,68,0
16,49,3,0,0,1,1,70,0
18,43,0,0,0,0,0,61,0
1,59,0,0,0,0,6,66,0
1,51,1,0,0,0,5,58,0
20,43,0,0,0,0,2,65,0
7,43,0,0,0,0,0,50,0
0,57,0,1,0,5,1,64,1
0,42,0,0,0,0,1,43,0
7,68,0,0,0,5,2,82,0
37,90,1,0,0,16,5,149,0
20,41,1,0,0,1,0,63,0
5,6,0,0,0,0,0,11,0
1,5,0,0,0,0,4,10,0
0,2,0,0,0,0,0,2,0
8,6,0,0,0,0,3,17,0
10,18,2,0,0,0,2,32,0
35,191,1,0,0,3,15,245,0
0,10,0,0,0,0,0,10,0
0,0,0,0,0,2,0,2,0
13,9,0,0,0,0,0,22,0
5,15,0,0,0,0,0,20,0
9,24,0,0,0,0,1,34,1
7,22,0,0,0,0,2,31,0
1,14,0,1,0,0,0,16,0
0,8,0,0,0,0,0,8,0
3,13,0,0,0,0,0,16,0
13,11,0,0,0,2,0,26,0
3,6,0,0,0,0,0,9,0
4,8,0,0,0,0,1,13,0
14,15,1,0,0,0,0,30,0
23,89,0,0,0,6,11,129,0
21,87,0,2,0,0,2,112,0
13,36,0,0,0,0,4,53,0
12,45,0,0,0,2,3,62,0
6,23,0,0,0,0,0,29,0
6,39,0,0,0,0,6,51,0
6,32,0,0,0,0,3,41,0
11,50,0,0,1,0,4,66,0
6,6,0,0,0,0,0,12,0
5,8,0,0,0,0,0,13,0
2,10,0,0,0,0,2,14,0
6,18,0,0,0,0,0,24,0
11,24,0,0,0,0,1,36,0
1,16,0,0,0,0,0,17,0
4,19,0,0,0,0,4,27,0
6,17,0,0,0,0,0,23,0
2,22,0,0,0,0,2,26,0
1,0,0,0,0,0,0,1,1
3,15,0,0,0,0,0,18,0
0,2,0,0,0,0,0,2,0
0,11,0,0,0,0,0,11,0
4,2,0,0,0,0,0,6,0
16,28,1,0,0,1,0,46,0
3,2,0,0,0,0,2,7,0
6,12,0,0,0,2,1,21,0
8,19,0,2,0,0,2,31,0
4,15,0,0,0,0,1,20,0
0,4,0,0,0,0,0,4,0
0,12,0,0,0,0,0,12,0
5,20,0,0,0,2,4,31,0
0,10,0,0,0,0,0,10,0
1,4,0,0,0,0,0,5,0
3,10,0,0,0,0,3,16,0
1,21,0,0,0,0,0,22,0
1,3,0,1,0,0,0,5,1
2,10,0,0,0,0,0,12,0
8,30,0,0,0,0,0,38,0
7,26,0,0,0,0,0,33,0
8,17,0,0,0,0,1,26,0
0,3,0,0,0,0,2,5,0
2,6,0,0,0,0,0,8,0
0,4,0,0,0,0,0,4,0
1,37,0,0,0,0,0,38,0
0,25,0,0,0,0,0,25,0
2,19,0,0,0,0,0,21,0
6,25,0,0,0,0,0,31,0
0,9,0,0,0,0,0,9,0
10,36,0,0,0,0,4,50,0
153,2,0,7,0,0,8,170,0
117,1,0,5,0,0,2,125,0
42,4,2,1,0,0,1,50,0
103,4,0,8,1,0,0,116,0
75,1,0,5,0,1,3,85,1
159,3,1,19,0,0,5,187,0
317,6,1,12,0,6,6,348,0
101,10,1,0,0,0,3,115,0
139,9,0,1,0,9,7,165,0
110,8,4,2,0,1,1,126,0
93,8,0,3,0,0,3,107,0
140,2,0,2,0,0,2,146,0
303,26,2,16,0,6,14,367,0
96,5,1,1,0,0,4,107,0
25,0,0,3,0,1,3,32,0
146,7,0,7,0,0,9,169,0
104,13,0,4,0,0,5,126,0
95,13,0,0,0,0,4,112,0
35,2,0,0,0,2,0,39,0
32,1,0,0,0,0,0,33,0
63,1,0,0,0,0,2,66,0
64,1,0,4,0,0,0,69,1
87,3,0,1,0,2,2,95,1
79,3,0,2,0,0,0,84,0
142,5,0,2,0,2,4,155,0
157,5,0,2,0,2,2,168,0
153,0,1,2,0,4,5,165,0
333,5,0,13,0,3,6,360,0
178,3,0,15,0,2,3,201,0
39,0,0,13,0,0,3,55,0
170,5,0,2,0,2,4,183,0
148,4,3,2,0,3,1,161,0
53,5,0,0,0,0,1,59,0
33,0,0,0,0,1,0,34,0
59,2,0,2,0,0,0,63,0
49,0,0,1,0,1,0,51,0
99,2,3,3,0,0,2,109,0
67,2,0,1,0,0,1,71,0
83,4,0,3,0,0,0,90,0
93,1,0,3,0,0,6,103,0
60,5,0,1,0,0,0,66,0
35,1,0,4,0,0,0,40,0
30,0,0,0,0,0,2,32,0
45,0,0,7,0,0,0,52,0
37,1,1,1,0,0,1,41,3
67,3,0,8,0,2,7,87,0
11,1,0,0,0,1,0,13,0
55,0,0,1,1,0,0,57,2
35,0,0,2,0,0,0,37,0
96,2,2,3,0,0,1,104,0
75,0,0,2,0,0,2,79,0
144,0,0,5,0,0,6,155,0
91,5,1,10,0,3,2,112,0
187,4,0,2,0,4,8,205,0
71,0,0,5,0,1,1,78,0
133,2,0,23,1,4,9,172,0
97,2,2,22,0,0,4,127,0
85,0,0,4,0,1,0,90,0
84,0,0,2,0,0,1,87,0
128,0,0,3,0,0,2,133,0
108,4,0,6,0,1,0,119,0
189,3,0,27,0,1,4,224,0
121,0,1,18,0,1,0,141,1
318,6,0,37,0,1,6,368,0
284,6,2,109,0,0,9,410,0
166,3,0,47,0,3,5,224,0
564,57,2,83,0,18,6,730,0
361,8,0,77,1,4,17,468,0
1900,110,5,113,0,27,6,2161,0
486,14,0,91,0,3,1,595,0
5,1,0,0,0,0,0,6,1
1779,90,7,125,0,27,5,2033,0
13,0,0,10,0,0,1,24,0
11,0,0,4,0,0,1,16,1
36,1,0,0,0,0,0,37,0
41,5,0,5,0,0,2,53,0
16,1,0,7,0,0,0,24,0
1976,135,6,174,0,47,13,2351,0
110,57,0,329,0,5,16,517,0
211,6,1,7,0,0,6,231,0
28,0,0,0,0,0,0,28,0
2,0,0,0,0,0,0,2,0
12,1,0,4,0,0,0,17,0
82,5,0,39,0,6,4,136,0
29,2,0,1,0,2,2,36,0
324,73,0,41,0,2,12,452,0
55,5,0,7,0,2,0,69,0
1207,189,7,140,0,43,5,1591,0
62,15,0,3,0,0,0,80,0
286,34,0,29,0,1,3,353,0
106,11,0,0,0,2,5,124,0
152,1,1,5,0,4,5,168,2
46,2,0,1,0,0,0,49,0
190,4,2,6,0,3,4,209,0
126,0,0,3,0,0,2,131,0
187,11,0,4,0,5,7,214,0
133,43,1,3,1,4,5,190,0
230,12,0,17,0,4,6,269,0
231,1,0,2,0,2,1,237,0
172,5,0,8,0,0,0,185,0
176,1,0,5,0,1,3,186,0
330,2,0,10,0,3,7,352,0
23,0,0,0,0,0,0,23,0
98,1,0,0,0,0,1,100,0
19,0,0,1,0,0,0,20,0
74,3,0,3,0,0,2,82,0
160,0,0,6,0,0,3,169,0
224,1,0,10,0,1,3,239,1
117,0,0,8,0,1,1,127,0
228,14,0,34,1,5,5,287,0
217,2,0,2,0,0,5,226,0
173,6,0,5,0,3,7,194,0
294,4,0,12,0,1,8,319,0
15,0,0,2,0,0,0,17,0
20,1,0,0,0,0,1,22,1
301,12,0,9,0,1,7,330,0
86,31,1,3,0,0,3,124,0
153,24,0,7,0,1,8,193,1
182,21,0,17,0,1,21,242,0
179,55,3,4,0,1,12,254,1
114,98,0,16,0,0,13,241,0
172,42,1,20,0,12,9,256,0
265,8,0,11,0,1,5,290,1
284,4,0,19,0,0,5,312,0
345,15,0,17,0,4,3,384,0
216,19,2,15,0,6,5,263,0
105,18,0,15,0,3,1,142,0
284,6,0,6,0,7,5,308,0
161,16,0,0,0,0,3,180,0
278,1,0,7,1,2,0,289,0
399,14,0,19,0,1,8,441,0
23,0,0,0,0,0,0,23,0
9,0,0,0,0,0,0,9,0
356,9,0,16,1,1,8,391,0
252,0,1,3,0,1,0,257,1
278,2,0,21,0,8,4,313,0
211,2,0,12,0,2,3,230,0
25,0,0,1,0,1,1,28,0
500,8,1,30,1,3,12,555,0
23,0,0,4,0,0,0,27,0
317,4,1,24,0,0,5,351,1
397,4,0,16,0,1,6,424,0
50,2,1,1,0,1,1,56,1
3,49,0,0,0,0,1,53,0
0,37,0,0,0,0,6,43,0
0,17,0,0,0,0,0,17,0
19,99,1,0,0,0,2,121,0
3,51,0,0,0,0,0,54,0
3,40,0,0,0,0,0,43,0
1,42,0,0,0,0,0,43,0
8,109,0,0,0,0,4,121,0
2,23,0,0,0,0,2,27,0
7,42,0,0,0,0,4,53,0
5,61,0,0,0,0,0,66,0
23,19,1,0,0,0,0,43,0
0,5,0,0,0,0,2,7,0
8,47,0,0,0,0,4,59,0
5,61,0,0,0,2,1,69,0
0,5,0,0,0,0,0,5,0
1,53,0,0,0,0,4,58,0
12,34,0,0,0,0,6,52,0
4,14,0,0,0,2,1,21,0
4,44,0,0,0,0,0,48,0
3,0,0,0,0,0,0,3,0
0,0,0,2,0,0,0,2,0
0,1,0,0,0,0,0,1,0
1,1,0,0,0,0,0,2,1
12,39,0,1,0,0,6,58,1
61,80,0,0,0,0,3,144,0
0,3,0,0,0,0,0,3,0
2,81,1,0,0,0,9,93,0
6,63,0,0,0,0,0,69,0
8,74,0,0,0,0,0,82,0
3,16,0,0,0,0,0,19,0
2,9,0,1,0,0,0,12,0
9,29,0,0,0,0,0,38,0
2,8,0,0,1,0,0,11,0
0,3,0,0,0,0,0,3,0
3,91,0,0,0,0,1,95,1
1,57,0,0,0,0,0,58,0
5,25,0,0,0,0,2,32,0
1,76,0,0,0,0,3,80,0
0,5,0,0,0,0,0,5,0
0,3,0,0,0,0,0,3,0
0,35,0,0,0,2,0,37,0
5,215,0,0,0,0,3,223,0
1,45,0,1,0,2,5,54,1
2,15,3,0,0,0,0,20,0
6,32,0,0,0,0,0,38,0
1,36,0,0,13,0,1,51,0
0,2,0,0,0,0,0,2,0
0,59,0,0,9,0,1,69,0
0,20,0,0,0,0,0,20,0
0,62,3,0,23,0,0,88,0
9,113,0,0,0,0,3,125,0
2,214,0,6,1,2,7,232,0
0,48,0,3,0,0,3,54,0
1,29,0,0,1,0,0,31,1
5,34,0,0,0,0,1,40,1
10,17,0,0,0,0,0,27,0
2,25,0,0,0,0,0,27,0
2,28,0,9,0,0,2,41,0
13,152,0,0,0,0,0,165,0
9,34,0,0,0,0,1,44,0
0,5,0,0,0,0,0,5,0
2,48,0,0,0,0,2,52,0
0,58,0,0,0,0,0,58,0
4,58,0,0,0,0,0,62,0
0,45,0,1,0,0,1,47,0
14,46,0,0,0,0,3,63,0
0,1,0,0,0,0,0,1,0
0,41,0,0,0,0,1,42,0
1,36,0,1,0,0,2,40,1
43,95,0,0,1,8,14,161,0
5,51,0,0,0,0,0,56,0
8,73,0,0,0,0,3,84,0
3,127,0,0,0,8,4,142,0
22,90,2,0,1,2,13,130,0
9,17,0,0,0,0,0,26,0
17,29,3,0,0,0,9,58,0
6,11,0,1,0,0,0,18,0
1,21,0,0,0,3,0,25,0
6,102,0,0,0,8,3,119,0
17,111,1,0,0,17,5,151,1
38,90,1,0,0,1,3,133,0
20,57,0,0,0,0,2,79,0
24,7,0,0,0,0,1,32,0
45,13,0,0,0,1,0,59,0
23,14,0,0,0,0,6,43,0
32,28,0,2,0,1,4,67,0
57,27,0,0,0,19,1,104,0
54,31,0,2,0,7,17,111,0
47,17,0,2,0,17,1,84,0
110,9,0,6,0,18,2,145,0
401,14,0,31,0,5,10,461,0
62,3,0,18,0,0,0,83,0
98,8,0,15,0,0,1,122,0
43,5,0,2,0,0,0,50,0
48,7,0,1,0,1,2,59,0
44,12,0,3,0,1,3,63,1
16,2,0,0,0,0,0,18,0
36,15,0,3,0,8,6,68,0
67,42,2,3,0,23,10,147,0
11,20,0,0,0,0,3,34,0
18,6,0,0,0,0,1,25,0
23,50,0,2,0,10,0,85,0
26,47,0,1,0,4,1,79,0
52,4,0,2,0,3,3,64,0
42,5,0,10,0,0,4,61,0
68,6,0,1,0,75,13,163,0
11,16,0,2,0,22,0,51,0
26,27,0,0,0,10,5,68,0
11,9,0,3,0,20,3,46,0
9,45,0,0,0,5,3,62,0
18,41,0,0,0,0,4,63,0
44,67,0,2,0,0,0,113,0
90,42,0,2,0,15,11,160,0
17,18,0,0,0,7,2,44,0
39,2,0,1,0,9,0,51,0
38,4,0,0,0,0,0,42,0
15,8,0,0,0,0,2,25,0
7,0,0,0,0,1,2,10,0
37,35,0,1,0,0,0,73,1
5,0,0,0,0,0,0,5,0
21,0,0,0,0,0,0,21,0
0,0,0,0,0,5,0,5,0
67,0,0,0,0,7,2,76,0
37,5,0,1,0,0,3,46,0
11,5,0,0,0,0,0,16,0
88,5,0,7,0,2,4,106,0
45,0,0,8,0,0,1,54,0
338,25,0,53,0,6,15,437,0
153,4,0,30,0,0,5,192,0
234,7,0,40,0,0,6,287,0
13,4,2,0,0,0,1,20,0
229,31,0,56,0,2,13,331,0
172,12,0,15,0,3,4,206,0
122,6,0,65,0,3,5,201,0
136,16,0,14,0,5,5,176,0
44,2,0,20,0,1,3,70,0
105,10,0,16,0,0,7,138,0
122,5,0,34,0,0,1,162,0
120,2,0,8,0,1,3,134,1
86,2,0,5,0,1,1,95,0
11,3,0,0,0,1,0,15,0
211,22,0,49,0,3,9,294,0
156,10,0,25,0,1,0,192,1
126,8,0,37,0,0,5,176,0
385,89,0,104,0,9,1,588,1
161,9,0,95,0,0,7,272,0
124,22,1,135,0,1,5,288,1
139,32,0,1,0,19,2,193,0
92,5,0,1,0,2,2,102,0
59,7,0,7,0,4,0,77,0
78,6,1,4,0,0,5,94,0
98,3,0,4,0,0,1,106,1
58,14,0,1,0,0,0,73,0
120,49,5,2,0,0,10,186,0
108,13,0,19,0,0,4,144,0
95,4,0,10,0,0,2,111,0
136,10,0,16,0,0,6,168,0
56,3,0,6,0,1,1,67,2
38,0,0,3,0,0,0,41,0
76,0,0,2,0,0,2,80,0
13,0,0,0,0,0,0,13,0
83,1,0,6,0,1,1,92,0
85,7,0,2,1,0,1,96,0
46,0,0,1,0,2,0,49,0
41,2,0,1,0,0,4,48,0
33,0,1,2,0,0,0,36,0
46,3,0,2,0,0,0,51,0
62,2,0,4,0,1,0,69,0
34,0,0,7,0,0,2,43,0
35,2,0,1,0,0,0,38,0
32,0,0,2,0,0,2,36,0
66,1,0,2,0,0,0,69,0
90,5,0,9,0,1,4,109,0
46,0,0,0,0,0,6,52,0
104,3,0,4,0,3,0,114,0
96,0,0,5,0,0,1,102,0
56,6,0,3,0,0,0,65,0
67,3,0,2,0,0,2,74,0
50,0,0,1,0,0,0,51,0
55,7,0,0,0,1,4,67,0
42,0,0,0,0,0,1,43,0
67,0,0,0,0,7,3,77,0
31,0,0,0,0,0,0,31,0
53,1,0,0,0,0,3,57,0
54,2,2,6,0,0,1,65,1
56,2,0,0,0,1,0,59,0
35,0,0,0,0,0,0,35,0
43,2,0,1,0,0,1,47,1
1,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,2,0
47,0,0,2,0,0,2,51,0
0,0,0,0,0,0,2,2,0
96,2,0,15,0,0,2,115,0
29,4,0,9,0,0,0,42,0
6,0,0,0,0,0,0,6,0
3,0,0,0,0,0,0,3,0
44,2,0,0,0,0,0,46,0
59,11,0,2,0,2,1,75,0
4,2,0,0,0,0,0,6,0
90,33,0,12,0,4,7,146,0
45,0,0,0,0,0,1,46,0
87,6,0,5,0,0,2,100,0
50,0,0,0,0,0,2,52,0
33,4,0,4,0,0,2,43,0
27,1,0,0,0,1,0,29,1
61,3,1,1,0,9,0,75,0
16,0,0,1,0,0,0,17,1
121,6,0,33,0,2,6,168,0
260,9,1,57,1,1,7,336,0
8,1,0,0,0,0,0,9,0
124,2,0,2,0,0,1,129,0
334,27,4,70,0,16,14,465,0
83,3,0,6,0,1,4,97,0
0,1,0,0,0,0,0,1,0
40,5,0,3,0,0,0,48,0
7,1,0,0,0,0,0,8,0
21,0,1,0,0,0,0,22,0
22,0,0,0,0,0,0,22,0
21,0,0,1,0,0,0,22,0
20,1,0,0,0,1,0,22,1
10,0,0,0,0,1,0,11,0
80,5,0,2,0,0,1,88,0
106,0,1,0,0,0,1,108,1
112,1,2,3,0,0,4,122,0
127,2,2,3,0,1,2,137,1
111,5,0,0,0,1,0,117,0
62,0,0,0,0,0,1,63,0
84,3,1,3,0,0,0,91,0
44,0,0,0,0,0,0,44,0
155,1,0,6,0,0,5,167,0
156,3,1,4,0,0,5,169,0
2,0,0,0,0,1,0,3,0
102,1,0,1,0,0,2,106,0
6,0,0,0,0,0,0,6,0
21,0,0,1,0,0,0,22,0
17,3,0,0,0,0,0,20,0
199,3,1,5,0,0,4,212,0
88,4,0,2,0,2,1,97,0
93,1,0,2,0,3,0,99,0
201,6,0,8,0,0,3,218,0
28,0,1,0,0,1,1,31,0
72,8,0,1,0,1,1,83,1
39,0,0,3,0,0,0,42,0
20,0,0,0,0,0,0,20,0
126,3,0,1,0,1,1,132,1
46,0,0,1,0,1,1,49,1
154,3,0,5,0,0,5,167,0
61,0,0,0,0,2,2,65,0
50,0,0,3,0,0,0,53,0
2,0,0,0,0,0,0,2,0
19,0,0,0,0,0,1,20,0
4,0,0,0,0,0,0,4,0
63,0,0,3,0,0,0,66,0
24,2,0,0,0,1,0,27,0
10,0,0,0,0,0,0,10,0
4,0,1,0,0,0,0,5,0
14,1,0,0,0,0,0,15,0
12,0,0,0,0,0,0,12,0
15,0,0,0,1,0,0,16,0
59,1,0,0,0,0,4,64,0
48,5,1,3,0,2,1,60,1
48,6,1,4,0,0,1,60,0
109,1,1,0,0,1,0,112,0
64,1,0,1,0,0,0,66,0
41,2,0,0,0,1,0,44,1
40,0,0,1,0,0,1,42,1
39,4,0,0,0,0,4,47,0
30,5,0,1,0,0,0,36,0
18,0,0,0,0,0,3,21,0
89,0,1,0,0,0,0,90,1
92,11,1,3,0,1,1,109,0
77,2,0,2,0,4,6,91,0
50,4,0,0,0,1,0,55,0
17,6,0,0,0,0,0,23,0
15,1,0,0,0,1,3,20,0
67,1,1,2,0,0,3,74,1
72,0,0,0,0,0,2,74,0
73,0,0,1,0,0,0,74,0
25,1,0,3,0,1,1,31,1
59,1,0,0,0,0,2,62,0
28,1,0,2,0,0,1,32,0
24,5,0,0,0,0,1,30,0
51,2,0,4,0,0,1,58,0
38,0,0,7,0,0,1,46,0
28,2,0,0,0,0,0,30,0
47,1,0,0,0,0,1,49,0
67,2,0,2,0,2,1,74,1
34,5,0,0,0,0,0,39,0
56,4,0,2,0,7,1,70,1
37,2,0,2,0,0,3,44,0
48,1,0,2,0,1,0,52,0
31,3,0,2,0,0,5,41,0
31,0,0,0,0,0,0,31,0
74,2,0,1,0,0,3,80,0
90,67,0,4,0,2,5,168,0
61,43,0,1,0,1,5,111,0
39,2,0,0,0,0,0,41,0
59,5,0,0,0,0,0,64,0
88,1,0,1,0,0,5,95,2
110,4,0,2,0,1,4,121,1
74,0,0,1,0,0,0,75,0
77,2,0,4,0,0,4,87,0
106,0,0,2,0,0,1,109,1
114,5,1,1,0,3,2,126,0
77,11,0,1,0,3,1,93,0
62,0,0,1,0,0,1,64,1
60,2,0,0,0,0,0,62,0
79,5,0,5,0,0,0,89,0
30,4,0,1,0,0,0,35,0
84,2,0,1,0,2,0,89,0
184,7,0,2,0,3,4,200,0
116,7,0,3,0,0,2,128,0
97,1,0,1,0,1,1,101,1
16,0,0,0,0,0,0,16,0
57,2,0,0,0,0,2,61,0
101,0,0,3,0,3,5,112,0
75,3,0,1,0,0,1,80,0
120,8,0,5,0,0,3,136,0
10,0,0,1,0,0,0,11,0
109,1,0,2,0,0,1,113,1
84,1,0,0,0,4,0,89,0
39,1,0,3,0,1,0,44,0
64,0,0,2,0,0,0,66,0
47,5,1,5,0,0,1,59,1
65,2,0,4,0,0,1,72,0
75,1,0,2,0,0,1,79,0
50,0,0,2,0,0,1,53,0
59,0,0,4,0,0,6,69,0
57,1,2,7,0,0,1,68,1
15,0,0,3,0,0,1,19,0
66,0,0,8,0,1,2,77,0
28,1,0,2,0,0,0,31,0
40,23,1,0,0,0,2,66,0
27,2,0,2,0,0,1,32,0
2,1,0,0,0,0,0,3,0
2,1,0,0,0,0,0,3,0
13,1,0,0,0,0,0,14,1
9,0,0,1,0,1,0,11,0
24,0,0,0,0,0,0,24,0
28,1,0,0,1,0,0,30,0
50,16,0,1,0,0,4,71,0
85,8,0,0,0,0,3,96,0
55,34,0,4,0,1,1,95,2
40,2,0,1,0,0,2,45,0
21,16,0,0,0,0,0,37,0
22,0,0,3,0,1,0,26,0
34,4,0,0,0,0,3,41,0
22,0,3,0,0,0,3,28,0
18,3,0,0,0,0,3,24,0
2,1,0,0,0,0,0,3,1
11,11,0,0,0,1,1,24,0
69,29,0,1,0,1,4,104,0
39,1,0,2,0,0,1,43,2
42,5,0,4,0,1,0,52,0
5,0,0,0,0,0,1,6,0
9,10,0,2,0,0,3,24,0
15,2,0,0,0,0,3,20,0
9,0,0,1,0,0,0,10,0
28,12,0,0,0,1,2,43,0
62,1,1,1,0,0,0,65,0
9,25,0,1,0,0,1,36,0
8,0,0,0,0,0,0,8,0
96,3,0,0,0,1,2,102,0
64,2,0,1,0,0,0,67,0
3,1,1,1,0,0,0,6,0
45,9,0,1,0,1,1,57,0
53,3,0,4,0,0,4,64,0
21,0,0,2,0,0,1,24,0
16,1,0,1,0,1,1,20,2
41,3,0,0,0,1,3,48,0
4,0,0,0,0,0,0,4,0
46,13,0,3,0,0,3,65,0
19,8,0,0,0,0,0,27,0
130,7,0,2,0,1,4,144,1
6,0,0,0,0,0,0,6,0
111,9,0,5,0,4,4,133,0
0,2,0,0,0,0,0,2,0
0,30,0,0,0,0,0,30,0
0,25,0,3,0,0,0,28,0
6,14,0,0,0,0,4,24,0
25,28,1,0,0,0,5,59,0
7,56,0,0,0,0,2,65,0
9,12,0,0,0,0,0,21,0
1,19,0,0,0,0,0,20,0
12,24,0,3,0,0,1,40,1
1,57,0,5,0,1,1,65,0
0,50,0,0,0,0,0,50,0
7,13,0,0,0,0,0,20,0
3,21,2,0,0,0,5,31,0
7,27,3,0,0,0,0,37,0
0,26,0,0,0,0,2,28,0
6,15,0,0,0,0,3,24,0
17,6,0,0,0,0,0,23,0
3,51,0,0,0,0,0,54,0
0,24,0,0,0,0,2,26,0
0,20,0,0,0,0,0,20,0
5,29,0,0,1,0,6,41,0
0,18,0,0,0,0,0,18,0
1,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,1,0
1,4,0,0,0,0,0,5,0
10,22,0,0,0,0,1,33,0
0,36,0,0,0,0,0,36,0
0,7,0,0,0,0,0,7,0
0,7,0,0,0,0,0,7,0
2,45,0,0,0,0,0,47,0
7,50,0,0,0,0,1,58,0
0,14,0,0,0,0,0,14,0
3,49,1,3,0,0,1,57,1
5,42,0,0,0,1,0,48,0
0,30,0,0,0,0,0,30,0
1,1,0,0,0,0,0,2,0
1,28,0,0,0,0,0,29,0
2,45,5,0,0,0,1,53,0
3,31,0,0,0,0,2,36,0
2,9,0,0,0,0,0,11,0
4,59,0,0,0,0,0,63,0
10,44,4,0,0,0,1,59,1
0,3,0,0,0,0,0,3,0
2,48,0,0,0,0,0,50,0
1,8,0,0,0,4,1,14,0
0,27,0,0,0,0,0,27,0
0,5,0,0,0,0,0,5,0
0,4,0,0,0,0,0,4,0
0,22,0,0,0,1,4,27,0
12,31,0,0,0,0,0,43,0
14,44,0,0,0,0,4,62,0
2,38,0,0,0,0,1,41,0
18,17,0,0,0,0,1,36,0
7,36,0,0,0,0,4,47,0
3,59,0,3,0,0,0,65,0
4,60,0,0,0,0,3,67,0
9,77,0,0,0,0,0,86,0
0,6,0,0,0,0,0,6,0
1,9,0,0,0,0,2,12,0
1,6,0,3,0,0,0,10,0
8,47,0,0,0,0,0,55,0
1,18,0,0,0,0,0,19,1
4,43,0,0,0,0,1,48,1
19,95,0,0,0,1,5,120,1
0,22,0,0,0,0,0,22,0
2,16,0,0,0,0,1,19,1
13,27,0,0,0,0,4,44,0
5,49,0,0,0,0,1,55,1
7,19,0,0,0,0,0,26,0
0,32,3,0,0,0,0,35,0
1,19,0,0,0,0,0,20,0
5,49,0,0,0,0,3,57,0
0,28,0,0,0,0,3,31,0
0,35,3,2,0,3,0,43,0
1,18,0,0,0,0,0,19,0
0,20,0,0,0,0,0,20,0
1,27,0,0,0,0,0,28,0
4,40,0,5,0,0,0,49,0
0,64,0,3,0,0,1,68,0
9,28,0,0,0,0,0,37,0
1,75,0,0,0,0,0,76,0
5,57,0,0,0,0,4,66,0
0,47,0,0,0,0,3,50,0
15,45,0,6,0,0,0,66,0
0,29,0,0,0,0,1,30,0
3,20,0,0,0,3,0,26,0
5,49,0,0,0,0,0,54,0
5,87,0,0,0,0,3,95,0
31,239,0,0,0,1,6,277,0
4,44,0,6,0,0,0,54,0
2,52,0,0,0,0,0,54,0
1,22,0,0,0,0,1,24,1
11,11,0,0,0,11,0,33,0
7,0,0,0,0,3,0,10,0
0,3,0,0,0,10,1,14,0
6,0,0,0,0,0,0,6,0
31,54,0,0,0,18,4,107,0
8,4,1,0,0,11,0,24,0
5,8,2,0,0,0,0,15,0
0,5,0,0,0,0,4,9,0
0,18,0,0,0,3,0,21,0
0,0,0,12,0,0,0,12,0
0,4,0,0,0,0,0,4,0
1,16,0,0,0,0,0,17,0
7,0,0,0,0,0,0,7,0
2,16,0,0,0,0,0,18,0
0,11,0,0,0,0,0,11,0
0,6,0,0,0,0,0,6,0
0,5,0,0,0,0,0,5,0
0,11,0,0,0,0,0,11,0
0,2,0,0,0,0,0,2,0
10,10,0,0,0,0,1,21,0
6,14,0,0,0,0,0,20,0
0,10,0,0,0,0,0,10,0
8,91,0,0,0,1,0,100,0
7,76,0,1,0,0,7,91,0
18,14,0,0,0,9,7,48,0
21,1,0,0,0,22,0,44,0
0,21,0,0,0,0,0,21,0
0,3,0,0,0,0,0,3,0
0,0,0,0,0,0,2,2,0
2,0,0,0,0,0,0,2,0
4,28,0,0,0,0,0,32,0
7,33,0,0,0,0,0,40,0
17,350,0,0,0,0,34,401,0
10,59,0,0,0,0,6,75,0
1,27,0,0,0,0,0,28,0
4,33,0,0,0,0,2,39,0
3,43,0,0,0,0,1,47,0
4,27,0,0,0,0,0,31,0
3,17,0,0,0,0,0,20,0
7,63,0,0,0,0,7,77,0
0,1,0,1,0,0,0,2,0
1,24,0,0,0,0,1,26,0
1,17,0,0,0,0,0,18,0
0,31,0,0,0,0,0,31,0
8,49,0,0,0,0,12,69,0
2,48,0,0,0,0,0,50,0
0,24,0,0,0,0,1,25,0
14,38,0,0,0,2,2,56,0
2,24,3,0,0,0,1,30,1
2,53,0,0,0,0,3,58,0
2,38,0,0,0,0,5,45,0
4,25,0,0,0,0,7,36,0
12,11,1,1,0,0,0,25,1
25,77,0,0,0,2,0,104,0
39,52,0,0,0,0,6,97,0
3,47,0,0,0,0,0,50,0
1,39,0,4,0,0,1,45,0
